PERIODO,RUBRO,TIPO_PRESTACION,BARRIO,total,COMUNA
201502,ESPACIO PUBLICO,RECLAMO,SAAVEDRA,12,12
201502,ESPACIO PUBLICO,RECLAMO,SAN CRISTOBAL,2,3
201502,ESPACIO PUBLICO,RECLAMO,SAN NICOLAS,9,1
201502,ESPACIO PUBLICO,RECLAMO,SAN TELMO,2,1
201502,ESPACIO PUBLICO,RECLAMO,VELEZ SARSFIELD,5,10
201502,ESPACIO PUBLICO,RECLAMO,VILLA CRESPO,9,15
201502,ESPACIO PUBLICO,RECLAMO,VILLA DEL PARQUE,2,11
201502,ESPACIO PUBLICO,RECLAMO,VILLA DEVOTO,3,11
201502,ESPACIO PUBLICO,RECLAMO,VILLA GRAL. MITRE,2,11
201502,ESPACIO PUBLICO,RECLAMO,VILLA LUGANO,6,8
201502,ESPACIO PUBLICO,RECLAMO,VILLA LURO,1,10
201502,ESPACIO PUBLICO,RECLAMO,VILLA ORTUZAR,2,15
201502,ESPACIO PUBLICO,RECLAMO,VILLA PUEYRREDON,3,12
201502,ESPACIO PUBLICO,RECLAMO,VILLA RIACHUELO,1,8
201502,ESPACIO PUBLICO,RECLAMO,VILLA SANTA RITA,1,11
201502,ESPACIO PUBLICO,RECLAMO,VILLA SOLDATI,3,8
201502,ESPACIO PUBLICO,RECLAMO,VILLA URQUIZA,12,12
201502,ESTABLECIMIENTO COMERCIAL,DENUNCIA,VILLA CRESPO,1,15
201502,ESTABLECIMIENTO COMERCIAL,DENUNCIA,VILLA PUEYRREDON,1,12
201502,ESTABLECIMIENTOS EDUCATIVOS,DENUNCIA,VILLA CRESPO,1,15
201502,ESTABLECIMIENTOS EDUCATIVOS PRI,DENUNCIA,BELGRANO,1,13
201502,ESTACION DE TRANSMISION Y RECEP,DENUNCIA,FLORES,1,7
201502,ESTACION DE TRANSMISION Y RECEP,DENUNCIA,PARQUE AVELLANEDA,1,9
201502,ESTUDIO DE GRABACION DE SONIDOS,DENUNCIA,SAN TELMO,1,1
201502,ESTUDIO DE GRABACION DE SONIDOS,DENUNCIA,VILLA DEVOTO,1,11
201502,EVENTOS,DENUNCIA,NUEVA POMPEYA,1,4
201502,EVENTOS,DENUNCIA,PALERMO,1,14
201502,EVENTOS,DENUNCIA,VILLA URQUIZA,1,12
201502,FABRICA,DENUNCIA,FLORESTA,1,10
201502,FABRICA DE MUEBLES / CARPINTERI,DENUNCIA,NUÑEZ,1,13
201502,FABRICA DE MUEBLES / CARPINTERI,DENUNCIA,VILLA DEVOTO,1,11
201502,FABRICA DE PRODUCTOS DE ELECTRI,DENUNCIA,BELGRANO,1,13
201502,FABRICA TEXTIL / CUERO Y AFINES,DENUNCIA,FLORESTA,2,10
201502,FELICITACIONES,QUEJA,BALVANERA,1,3
201502,FELICITACIONES,QUEJA,PARQUE CHACABUCO,1,7
201502,FELICITACIONES,QUEJA,RECOLETA,1,2
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,ALMAGRO,12,5
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,BALVANERA,15,3
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,BARRACAS,1,4
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,BELGRANO,7,13
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,BOCA,9,4
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,BOEDO,2,5
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,CABALLITO,9,6
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,COLEGIALES,3,13
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,CONSTITUCION,6,1
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,FLORES,5,7
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,FLORESTA,3,10
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,LINIERS,7,9
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,MATADEROS,4,9
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,MONSERRAT,9,1
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,MONTE CASTRO,1,10
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,NUEVA POMPEYA,10,4
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,PALERMO,28,14
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,PARQUE AVELLANEDA,3,9
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,PARQUE CHACABUCO,3,7
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,PARQUE CHAS,1,15
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,PARQUE PATRICIOS,4,4
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,PATERNAL,2,15
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,PUERTO MADERO,1,1
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,RECOLETA,11,2
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,RETIRO,1,1
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,SAAVEDRA,3,12
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,SAN CRISTOBAL,6,3
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,SAN NICOLAS,12,1
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,SAN TELMO,4,1
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VELEZ SARSFIELD,1,10
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VERSALLES,1,10
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA CRESPO,7,15
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA DEL PARQUE,4,11
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA DEVOTO,5,11
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA GRAL. MITRE,3,11
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA LUGANO,3,8
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA ORTUZAR,2,15
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA PUEYRREDON,1,12
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA RIACHUELO,1,8
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA SANTA RITA,1,11
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA SOLDATI,1,8
201502,FISCALIZACIÃ“N Y CONTROL,DENUNCIA,VILLA URQUIZA,6,12
201502,FOTOGRAFIA / FILMACION / MUSICA,DENUNCIA,LINIERS,1,9
201502,FOTOGRAFIA / FILMACION / MUSICA,DENUNCIA,RECOLETA,1,2
201502,GALERIA Y CENTRO COMERCIAL,DENUNCIA,BOEDO,1,5
201502,GALERIA Y CENTRO COMERCIAL,DENUNCIA,FLORES,1,7
201502,GALERIA Y CENTRO COMERCIAL,DENUNCIA,NUEVA POMPEYA,2,4
201502,GALERIA Y CENTRO COMERCIAL,DENUNCIA,PALERMO,1,14
201502,GALERIA Y CENTRO COMERCIAL,DENUNCIA,RECOLETA,1,2
201502,GALERIA Y CENTRO COMERCIAL,DENUNCIA,SAAVEDRA,1,12
201502,GERIATRICO,DENUNCIA,FLORES,1,7
201502,GERIATRICO,DENUNCIA,SAN CRISTOBAL,2,3
201502,GIMNASIO,DENUNCIA,VILLA CRESPO,2,15
201502,GIMNASIO,DENUNCIA,VILLA URQUIZA,2,12
201502,GUARDERIA / JARDIN DE INFANTES,DENUNCIA,COLEGIALES,1,13
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,AGRONOMIA,2,15
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,ALMAGRO,4,5
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,BALVANERA,12,3
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,BARRACAS,2,4
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,BELGRANO,3,13
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,BOCA,3,4
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,CABALLITO,7,6
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,COLEGIALES,1,13
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,CONSTITUCION,2,1
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,FLORES,2,7
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,LINIERS,3,9
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,MATADEROS,2,9
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,MONSERRAT,1,1
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,NUEVA POMPEYA,6,4
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,PALERMO,10,14
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,PARQUE AVELLANEDA,3,9
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,PARQUE CHACABUCO,5,7
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,PARQUE PATRICIOS,1,4
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,PUERTO MADERO,3,1
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,RECOLETA,8,2
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,RETIRO,2,1
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,SAN CRISTOBAL,2,3
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,SAN NICOLAS,8,1
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,SAN TELMO,3,1
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA CRESPO,2,15
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA DEL PARQUE,3,11
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA DEVOTO,6,11
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA GRAL. MITRE,2,11
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA PUEYRREDON,1,12
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA SANTA RITA,4,11
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA SOLDATI,1,8
201502,HIGIENE Y SEGURIDAD ALIMENTARIA,DENUNCIA,VILLA URQUIZA,3,12
201502,HOSPITAL / SANATORIO / CLINICA,DENUNCIA,CABALLITO,2,6
201502,HOSPITAL / SANATORIO / CLINICA,DENUNCIA,LINIERS,2,9
201502,HOSPITAL / SANATORIO / CLINICA,DENUNCIA,RECOLETA,1,2
201502,HOTEL / APPART,DENUNCIA,ALMAGRO,3,5
201502,HOTEL / APPART,DENUNCIA,BALVANERA,1,3
201502,HOTEL / APPART,DENUNCIA,CABALLITO,1,6
201502,HOTEL / APPART,DENUNCIA,RECOLETA,1,2
201502,HOTEL / APPART,DENUNCIA,RETIRO,1,1
201502,HOTEL / APPART,DENUNCIA,SAN CRISTOBAL,2,3
201502,INFRAESTRUCTURA,RECLAMO,ALMAGRO,18,5
201502,INFRAESTRUCTURA,RECLAMO,BALVANERA,20,3
201502,INFRAESTRUCTURA,RECLAMO,BELGRANO,27,13
201502,INFRAESTRUCTURA,RECLAMO,CABALLITO,7,6
201502,INFRAESTRUCTURA,RECLAMO,CHACARITA,7,15
201502,INFRAESTRUCTURA,RECLAMO,CONSTITUCION,5,1
201502,INFRAESTRUCTURA,RECLAMO,FLORES,17,7
201502,INFRAESTRUCTURA,RECLAMO,MONSERRAT,6,1
201502,INFRAESTRUCTURA,RECLAMO,PALERMO,7,14
201502,INFRAESTRUCTURA,RECLAMO,PARQUE CHACABUCO,3,7
201502,INFRAESTRUCTURA,RECLAMO,PARQUE PATRICIOS,4,4
201502,INFRAESTRUCTURA,RECLAMO,RECOLETA,2,2
201502,INFRAESTRUCTURA,RECLAMO,RETIRO,2,1
201502,INFRAESTRUCTURA,RECLAMO,SAN CRISTOBAL,9,3
201502,INFRAESTRUCTURA,RECLAMO,SAN NICOLAS,17,1
201502,INFRAESTRUCTURA,RECLAMO,VILLA CRESPO,4,15
201502,INFRAESTRUCTURA,RECLAMO,VILLA URQUIZA,4,12
201502,INSTALACIONES SANITARIAS,RECLAMO,BALVANERA,3,3
201502,INSTALACIONES SANITARIAS,RECLAMO,FLORES,2,7
201502,INSTALACIONES SANITARIAS,RECLAMO,MONSERRAT,1,1
201502,INSTALACIONES SANITARIAS,RECLAMO,PARQUE PATRICIOS,1,4
201502,INSTALACIONES SANITARIAS,RECLAMO,SAN CRISTOBAL,5,3
201502,INSTITUTO / ACADEMIA (DE IDIOMA,DENUNCIA,BALVANERA,1,3
201502,INTERNADO,DENUNCIA,CABALLITO,2,6
201502,INTERNADO,DENUNCIA,VILLA URQUIZA,1,12
201502,KIOSCO / MAXIKIOSCO,DENUNCIA,ALMAGRO,2,5
201502,KIOSCO / MAXIKIOSCO,DENUNCIA,BELGRANO,1,13
201502,KIOSCO / MAXIKIOSCO,DENUNCIA,FLORES,1,7
201502,KIOSCO / MAXIKIOSCO,DENUNCIA,LINIERS,1,9
201502,KIOSCO / MAXIKIOSCO,DENUNCIA,MONSERRAT,1,1
201502,KIOSCO / MAXIKIOSCO,DENUNCIA,PALERMO,1,14
201502,LABORATORIO INDUSTRIAL / QUIMIC,DENUNCIA,SAAVEDRA,1,12
201502,LIBRERIA / PAPELERIA / EDITORIA,DENUNCIA,VILLA ORTUZAR,2,15
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,ALMAGRO,1,5
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,BELGRANO,1,13
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,LINIERS,2,9
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,PALERMO,6,14
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,PARQUE CHACABUCO,2,7
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,RECOLETA,3,2
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,SAAVEDRA,1,12
201502,"LOCAL CON BAILE (BAR, PUB, REST",DENUNCIA,SAN TELMO,2,1
201502,MAL ESTACIONAMIENTO,DENUNCIA,AGRONOMIA,7,15
201502,MAL ESTACIONAMIENTO,DENUNCIA,ALMAGRO,55,5
201502,MAL ESTACIONAMIENTO,DENUNCIA,BALVANERA,28,3
201502,MAL ESTACIONAMIENTO,DENUNCIA,BARRACAS,32,4
201502,MAL ESTACIONAMIENTO,DENUNCIA,BELGRANO,178,13
201502,MAL ESTACIONAMIENTO,DENUNCIA,BOCA,3,4
201502,MAL ESTACIONAMIENTO,DENUNCIA,BOEDO,18,5
201502,MAL ESTACIONAMIENTO,DENUNCIA,CABALLITO,82,6
201502,MAL ESTACIONAMIENTO,DENUNCIA,CHACARITA,10,15
201502,MAL ESTACIONAMIENTO,DENUNCIA,COGHLAN,21,12
201502,MAL ESTACIONAMIENTO,DENUNCIA,COLEGIALES,36,13
201502,MAL ESTACIONAMIENTO,DENUNCIA,CONSTITUCION,11,1
201502,MAL ESTACIONAMIENTO,DENUNCIA,FLORES,60,7
201502,MAL ESTACIONAMIENTO,DENUNCIA,FLORESTA,20,10
201502,MAL ESTACIONAMIENTO,DENUNCIA,LINIERS,12,9
201502,MAL ESTACIONAMIENTO,DENUNCIA,MATADEROS,16,9
201502,MAL ESTACIONAMIENTO,DENUNCIA,MONSERRAT,25,1
201502,MAL ESTACIONAMIENTO,DENUNCIA,MONTE CASTRO,12,10
201502,MAL ESTACIONAMIENTO,DENUNCIA,NUEVA POMPEYA,6,4
201502,MAL ESTACIONAMIENTO,DENUNCIA,NUÑEZ,74,13
201502,MAL ESTACIONAMIENTO,DENUNCIA,PALERMO,245,14
201502,MAL ESTACIONAMIENTO,DENUNCIA,PARQUE AVELLANEDA,7,9
201502,MAL ESTACIONAMIENTO,DENUNCIA,PARQUE CHACABUCO,24,7
201502,MAL ESTACIONAMIENTO,DENUNCIA,PARQUE CHAS,4,15
201502,MAL ESTACIONAMIENTO,DENUNCIA,PARQUE PATRICIOS,54,4
201502,MAL ESTACIONAMIENTO,DENUNCIA,PATERNAL,9,15
201502,MAL ESTACIONAMIENTO,DENUNCIA,PUERTO MADERO,3,1
201502,MAL ESTACIONAMIENTO,DENUNCIA,RECOLETA,30,2
201502,MAL ESTACIONAMIENTO,DENUNCIA,RETIRO,20,1
201502,MAL ESTACIONAMIENTO,DENUNCIA,SAAVEDRA,28,12
201502,MAL ESTACIONAMIENTO,DENUNCIA,SAN CRISTOBAL,7,3
201502,MAL ESTACIONAMIENTO,DENUNCIA,SAN NICOLAS,15,1
201502,MAL ESTACIONAMIENTO,DENUNCIA,SAN TELMO,4,1
201502,MAL ESTACIONAMIENTO,DENUNCIA,VELEZ SARSFIELD,7,10
201502,MAL ESTACIONAMIENTO,DENUNCIA,VERSALLES,3,10
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA CRESPO,31,15
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA DEL PARQUE,27,11
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA DEVOTO,29,11
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA GRAL. MITRE,20,11
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA LUGANO,7,8
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA LURO,12,10
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA ORTUZAR,14,15
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA PUEYRREDON,15,12
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA REAL,5,10
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA RIACHUELO,2,8
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA SANTA RITA,12,11
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA SOLDATI,4,8
201502,MAL ESTACIONAMIENTO,DENUNCIA,VILLA URQUIZA,107,12
201502,MAQUINARIA / EQUIPAMIENTO,DENUNCIA,CABALLITO,1,6
201502,MEDIOS DE PAGO,RECLAMO,BALVANERA,2,3
201502,MEDIOS DE PAGO,RECLAMO,BELGRANO,1,13
201502,MEDIOS DE PAGO,RECLAMO,FLORES,1,7
201502,MEDIOS DE PAGO,RECLAMO,MONSERRAT,12,1
201502,MEDIOS DE PAGO,RECLAMO,PARQUE PATRICIOS,1,4
201502,MEDIOS DE PAGO,RECLAMO,RECOLETA,1,2
201502,MEDIOS DE PAGO,RECLAMO,RETIRO,8,1
201502,MEDIOS DE PAGO,RECLAMO,SAN CRISTOBAL,1,3
201502,MEDIOS DE PAGO,RECLAMO,SAN NICOLAS,5,1
201502,MEDIOS DE PAGO,RECLAMO,VILLA URQUIZA,1,12
201502,MERCERIA / LENCERIA / LANERIA,DENUNCIA,VILLA SANTA RITA,1,11
201502,MOBILIARIO URBANO,RECLAMO,FLORES,1,7
201502,NATATORIO,DENUNCIA,LINIERS,1,9
201502,NATATORIO,DENUNCIA,SAN CRISTOBAL,1,3
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,ALMAGRO,2,5
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,BALVANERA,1,3
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,BELGRANO,1,13
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,BOCA,1,4
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,BOEDO,1,5
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,CABALLITO,2,6
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,CHACARITA,1,15
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,COLEGIALES,2,13
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,FLORES,8,7
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,MATADEROS,1,9
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,PALERMO,3,14
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,PARQUE CHACABUCO,1,7
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,SAAVEDRA,1,12
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,VILLA CRESPO,1,15
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,VILLA LURO,1,10
201502,OBRAS ABANDONADAS / TERRENOS BA,DENUNCIA,VILLA URQUIZA,6,12
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,ALMAGRO,5,5
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,BALVANERA,3,3
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,BARRACAS,2,4
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,BELGRANO,4,13
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,BOCA,1,4
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,BOEDO,3,5
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,CABALLITO,10,6
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,CHACARITA,4,15
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,COGHLAN,2,12
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,COLEGIALES,3,13
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,FLORES,5,7
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,FLORESTA,3,10
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,LINIERS,2,9
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,MATADEROS,3,9
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,MONSERRAT,5,1
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,MONTE CASTRO,1,10
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,NUEVA POMPEYA,2,4
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,NUÑEZ,2,13
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,PALERMO,13,14
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,PARQUE AVELLANEDA,2,9
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,PARQUE CHACABUCO,4,7
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,PARQUE CHAS,1,15
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,PARQUE PATRICIOS,2,4
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,PATERNAL,1,15
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,RECOLETA,5,2
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,RETIRO,1,1
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,SAAVEDRA,2,12
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,SAN CRISTOBAL,2,3
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA CRESPO,3,15
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA DEL PARQUE,1,11
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA DEVOTO,7,11
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA GRAL. MITRE,1,11
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA LURO,1,10
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA ORTUZAR,3,15
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA PUEYRREDON,2,12
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA SOLDATI,1,8
201502,OBRAS EN CONSTRUCCION / DEMOLIC,DENUNCIA,VILLA URQUIZA,3,12
201502,OBRAS FINALIZADAS,DENUNCIA,ALMAGRO,3,5
201502,OBRAS FINALIZADAS,DENUNCIA,BALVANERA,1,3
201502,OBRAS FINALIZADAS,DENUNCIA,BARRACAS,4,4
201502,OBRAS FINALIZADAS,DENUNCIA,BELGRANO,1,13
201502,OBRAS FINALIZADAS,DENUNCIA,BOCA,2,4
201502,OBRAS FINALIZADAS,DENUNCIA,CABALLITO,3,6
201502,OBRAS FINALIZADAS,DENUNCIA,COLEGIALES,3,13
201502,OBRAS FINALIZADAS,DENUNCIA,FLORES,1,7
201502,OBRAS FINALIZADAS,DENUNCIA,FLORESTA,1,10
201502,OBRAS FINALIZADAS,DENUNCIA,LINIERS,1,9
201502,OBRAS FINALIZADAS,DENUNCIA,MONSERRAT,1,1
201502,OBRAS FINALIZADAS,DENUNCIA,MONTE CASTRO,1,10
201502,OBRAS FINALIZADAS,DENUNCIA,PALERMO,8,14
201502,OBRAS FINALIZADAS,DENUNCIA,PARQUE CHACABUCO,2,7
201502,OBRAS FINALIZADAS,DENUNCIA,PARQUE PATRICIOS,1,4
201502,OBRAS FINALIZADAS,DENUNCIA,RECOLETA,4,2
201502,OBRAS FINALIZADAS,DENUNCIA,RETIRO,1,1
201502,OBRAS FINALIZADAS,DENUNCIA,SAN CRISTOBAL,1,3
201502,OBRAS FINALIZADAS,DENUNCIA,SAN NICOLAS,1,1
201502,OBRAS FINALIZADAS,DENUNCIA,VERSALLES,1,10
201502,OBRAS FINALIZADAS,DENUNCIA,VILLA DEL PARQUE,1,11
201502,OBRAS FINALIZADAS,DENUNCIA,VILLA DEVOTO,4,11
201502,OBRAS FINALIZADAS,DENUNCIA,VILLA GRAL. MITRE,1,11
201502,OBRAS FINALIZADAS,DENUNCIA,VILLA LUGANO,1,8
201502,OBRAS FINALIZADAS,DENUNCIA,VILLA SANTA RITA,1,11
201502,OBRAS FINALIZADAS,DENUNCIA,VILLA URQUIZA,2,12
201502,OBRAS FINALIZADAS,RECLAMO,BELGRANO,1,13
201502,OBRAS FINALIZADAS,RECLAMO,BOEDO,1,5
201502,OBRAS FINALIZADAS,RECLAMO,COLEGIALES,1,13
201502,OBRAS FINALIZADAS,RECLAMO,FLORESTA,1,10
201502,OBRAS FINALIZADAS,RECLAMO,MONTE CASTRO,1,10
201502,OBRAS FINALIZADAS,RECLAMO,PALERMO,4,14
201502,OBRAS FINALIZADAS,RECLAMO,PARQUE CHACABUCO,1,7
201502,OBRAS FINALIZADAS,RECLAMO,PARQUE PATRICIOS,1,4
201502,OBRAS FINALIZADAS,RECLAMO,PATERNAL,1,15
201502,OBRAS FINALIZADAS,RECLAMO,VILLA CRESPO,1,15
201502,OBRAS FINALIZADAS,RECLAMO,VILLA DEVOTO,1,11
201502,OBRAS FINALIZADAS,RECLAMO,VILLA GRAL. MITRE,1,11
201502,OBRAS FINALIZADAS,RECLAMO,VILLA ORTUZAR,1,15
201502,OBRAS FINALIZADAS,RECLAMO,VILLA SANTA RITA,1,11
